1/1/2025,Rent,-2008.17,Checking,,Debit,TXN1001
1/3/2025,Office Depot,-157.15,Credit Card,,Debit,TXN1016
1/4/2025,Uber,-87.86,Credit Card,,Debit,TXN1012
1/6/2025,Client Payment,4900.14,Checking,,Credit,TXN1010
1/7/2025,Stripe Payout,5881.31,Checking,,Credit,TXN1007
1/8/2025,Payroll,-3158.45,Checking,,Debit,TXN1002
1/8/2025,Stripe Payout,4680.53,Checking,,Credit,TXN1006
1/9/2025,Uber,-83.03,Credit Card,,Debit,TXN1011
1/12/2025,Payroll,-2844.01,Checking,,Debit,TXN1013
1/14/2025,Stripe Payout,1981.16,Checking,,Credit,TXN1005
1/14/2025,Client Payment,2368.34,Checking,,Credit,TXN1008
1/18/2025,Bank Fee,-40.88,Checking,,Debit,TXN1015
1/19/2025,Uber,-80.19,Credit Card,,Debit,TXN1017
1/24/2025,Stripe Payout,3504.45,Checking,,Credit,TXN1003
1/24/2025,Stripe Payout,6885.42,Checking,,Credit,TXN1004
1/26/2025,Client Payment,5807.29,Checking,,Credit,TXN1009
1/26/2025,Google Ads,-1158.72,Checking,,Debit,TXN1014
2/4/2025,Stripe Payout,3966.72,Checking,,Credit,TXN1021
2/5/2025,Google Ads,-965.7,Checking,,Debit,TXN1033
2/6/2025,Client Payment,4030.94,Checking,,Credit,TXN1025
2/7/2025,Stripe Payout,5620,Checking,,Credit,TXN1023
2/7/2025,Uber,-44.53,Credit Card,,Debit,TXN1031
2/8/2025,Slack Subscription,-58.38,Checking,,Debit,TXN1027
2/8/2025,Rent,-1906.92,Checking,,Debit,TXN1028
2/10/2025,Payroll,-3672.1,Checking,,Debit,TXN1019
2/13/2025,Uber,-74.38,Credit Card,,Debit,TXN1029
2/15/2025,Stripe Payout,3962.9,Checking,,Credit,TXN1026
2/19/2025,Software Subscription,-61.69,Checking,,Debit,TXN1030
2/21/2025,Office Depot,-184.64,Credit Card,,Debit,TXN1032
2/22/2025,Rent,-2179.13,Checking,,Debit,TXN1018
2/22/2025,Client Payment,4634.59,Checking,,Credit,TXN1024
2/27/2025,Stripe Payout,3879.54,Checking,,Credit,TXN1022
2/28/2025,Stripe Payout,6933.5,Checking,,Credit,TXN1020
3/2/2025,Stripe Payout,6708.29,Checking,,Credit,TXN1038
3/3/2025,Stripe Payout,3993.17,Checking,,Credit,TXN1040
3/4/2025,Client Payment,4813.06,Checking,,Credit,TXN1043
3/4/2025,Uber,-72.4,Credit Card,,Debit,TXN1045
3/5/2025,Stripe Payout,4704.3,Checking,,Credit,TXN1037
3/5/2025,Software Subscription,-129.52,Checking,,Debit,TXN1050
3/6/2025,Stripe Payout,6314.85,Checking,,Credit,TXN1039
3/9/2025,Rent,-2031.59,Checking,,Debit,TXN1034
3/13/2025,Stripe Payout,6540.2,Checking,,Credit,TXN1036
3/14/2025,Payroll,-3152.99,Checking,,Debit,TXN1035
3/15/2025,Client Payment,4004.31,Checking,,Credit,TXN1041
3/15/2025,Amazon Web Services,-259.38,Checking,,Debit,TXN1046
3/17/2025,Google Ads,-476.14,Checking,,Debit,TXN1047
3/25/2025,Slack Subscription,-95.99,Checking,,Debit,TXN1044
3/27/2025,Google Ads,-593,Checking,,Debit,TXN1049
3/28/2025,Interest Income,52.29,Checking,,Credit,TXN1042
3/30/2025,Slack Subscription,-110.42,Checking,,Debit,TXN1048
4/3/2025,Interest Income,42.4,Checking,,Credit,TXN1057
4/4/2025,Stripe Payout,7095.86,Checking,,Credit,TXN1054
4/4/2025,Bank Fee,-36.82,Checking,,Debit,TXN1064
4/6/2025,Slack Subscription,-96.14,Checking,,Debit,TXN1060
4/7/2025,Office Depot,-45.97,Credit Card,,Debit,TXN1061
4/8/2025,Stripe Payout,6804.65,Checking,,Credit,TXN1056
4/8/2025,Slack Subscription,-67.04,Checking,,Debit,TXN1066
4/11/2025,Stripe Payout,2502.57,Checking,,Credit,TXN1053
4/11/2025,Payroll,-4166.35,Checking,,Debit,TXN1065
4/15/2025,Uber,-25.73,Credit Card,,Debit,TXN1063
4/22/2025,Stripe Payout,4509.11,Checking,,Credit,TXN1059
4/23/2025,Software Subscription,-137.92,Checking,,Debit,TXN1062
4/25/2025,Rent,-2151.54,Checking,,Debit,TXN1051
4/25/2025,Client Payment,4023.34,Checking,,Credit,TXN1058
4/27/2025,Client Payment,5475.91,Checking,,Credit,TXN1055
4/30/2025,Payroll,-2977.57,Checking,,Debit,TXN1052
5/2/2025,Stripe Payout,2803.3,Checking,,Credit,TXN1069
5/2/2025,Payroll,-3555.81,Checking,,Debit,TXN1077
5/3/2025,Client Payment,3925.03,Checking,,Credit,TXN1070
5/4/2025,Slack Subscription,-115.45,Checking,,Debit,TXN1083
5/5/2025,Bank Fee,-31.08,Checking,,Debit,TXN1080
5/7/2025,Client Payment,1699.93,Checking,,Credit,TXN1074
5/7/2025,Software Subscription,-154.32,Checking,,Debit,TXN1079
5/8/2025,Payroll,-3268.9,Checking,,Debit,TXN1068
5/8/2025,Client Payment,5358.48,Checking,,Credit,TXN1073
5/12/2025,Client Payment,3444.97,Checking,,Credit,TXN1075
5/15/2025,Google Ads,-962.68,Checking,,Debit,TXN1081
5/15/2025,Payroll,-2907.16,Checking,,Debit,TXN1082
5/16/2025,Stripe Payout,3021.15,Checking,,Credit,TXN1071
5/23/2025,Rent,-2197.84,Checking,,Debit,TXN1067
5/24/2025,Stripe Payout,2108.78,Checking,,Credit,TXN1076
5/26/2025,Uber,-28.65,Credit Card,,Debit,TXN1078
5/30/2025,Stripe Payout,6829.58,Checking,,Credit,TXN1072
6/1/2025,Stripe Payout,7416.26,Checking,,Credit,TXN1089
6/2/2025,Software Subscription,-101.81,Checking,,Debit,TXN1094
6/2/2025,Slack Subscription,-52.68,Checking,,Debit,TXN1095
6/2/2025,Rent,-2049.49,Checking,,Debit,TXN1096
6/2/2025,Amazon Web Services,-77.45,Checking,,Debit,TXN1098
6/3/2025,Payroll,-3885.24,Checking,,Debit,TXN1085
6/5/2025,Bank Fee,-38.73,Checking,,Debit,TXN1093
6/13/2025,Stripe Payout,6943.92,Checking,,Credit,TXN1088
6/14/2025,Stripe Payout,4568.15,Checking,,Credit,TXN1087
6/18/2025,Interest Income,39.11,Checking,,Credit,TXN1092
6/23/2025,Stripe Payout,7256.71,Checking,,Credit,TXN1091
6/26/2025,Stripe Payout,6275.24,Checking,,Credit,TXN1090
6/27/2025,Rent,-1900.22,Checking,,Debit,TXN1084
6/28/2025,Stripe Payout,6668.65,Checking,,Credit,TXN1086
6/28/2025,Payroll,-3902.68,Checking,,Debit,TXN1099
6/30/2025,Slack Subscription,-43.26,Checking,,Debit,TXN1097
7/1/2025,Interest Income,29.54,Checking,,Credit,TXN1109
7/1/2025,Slack Subscription,-59.89,Checking,,Debit,TXN1116
7/3/2025,Payroll,-3339.78,Checking,,Debit,TXN1110
7/5/2025,Stripe Payout,5628.63,Checking,,Credit,TXN1107
7/9/2025,Slack Subscription,-108.08,Checking,,Debit,TXN1111
7/11/2025,Client Payment,6153.94,Checking,,Credit,TXN1105
7/11/2025,Stripe Payout,7095.4,Checking,,Credit,TXN1108
7/12/2025,Software Subscription,-141.53,Checking,,Debit,TXN1113
7/13/2025,Payroll,-3038.18,Checking,,Debit,TXN1101
7/14/2025,Client Payment,4684.08,Checking,,Credit,TXN1104
7/19/2025,Client Payment,4350.95,Checking,,Credit,TXN1103
7/20/2025,Google Ads,-265.34,Checking,,Debit,TXN1115
7/22/2025,Rent,-2021.49,Checking,,Debit,TXN1100
7/23/2025,Stripe Payout,3590.85,Checking,,Credit,TXN1106
7/27/2025,Bank Fee,-27.07,Checking,,Debit,TXN1114
7/29/2025,Stripe Payout,3039.49,Checking,,Credit,TXN1102
7/29/2025,Uber,-89.7,Credit Card,,Debit,TXN1112
8/4/2025,Stripe Payout,6031.78,Checking,,Credit,TXN1120
8/4/2025,Rent,-2354.85,Checking,,Debit,TXN1129
8/5/2025,Office Depot,-307.66,Credit Card,,Debit,TXN1132
8/6/2025,Google Ads,-495.83,Checking,,Debit,TXN1127
8/7/2025,Client Payment,4843.73,Checking,,Credit,TXN1122
8/9/2025,Stripe Payout,6451.57,Checking,,Credit,TXN1119
8/10/2025,Stripe Payout,5247.53,Checking,,Credit,TXN1121
8/17/2025,Client Payment,3789.22,Checking,,Credit,TXN1123
8/18/2025,Amazon Web Services,-253.15,Checking,,Debit,TXN1130
8/19/2025,Uber,-52.46,Credit Card,,Debit,TXN1131
8/23/2025,Slack Subscription,-81.51,Checking,,Debit,TXN1128
8/25/2025,Stripe Payout,2545.67,Checking,,Credit,TXN1126
8/27/2025,Client Payment,2666.41,Checking,,Credit,TXN1125
8/28/2025,Interest Income,10.39,Checking,,Credit,TXN1124
8/29/2025,Uber,-23.15,Credit Card,,Debit,TXN1133
8/30/2025,Rent,-2033.62,Checking,,Debit,TXN1117
8/31/2025,Payroll,-3236.61,Checking,,Debit,TXN1118
9/2/2025,Rent,-1908.34,Checking,,Debit,TXN1134
9/6/2025,Stripe Payout,5998.42,Checking,,Credit,TXN1141
9/7/2025,Payroll,-3001.08,Checking,,Debit,TXN1135
9/8/2025,Interest Income,48.64,Checking,,Credit,TXN1139
9/8/2025,Bank Fee,-38.41,Checking,,Debit,TXN1145
9/8/2025,Software Subscription,-176.81,Checking,,Debit,TXN1147
9/9/2025,Software Subscription,-158.51,Checking,,Debit,TXN1143
9/12/2025,Bank Fee,-34.93,Checking,,Debit,TXN1146
9/13/2025,Payroll,-2804.53,Checking,,Debit,TXN1144
9/13/2025,Software Subscription,-135.68,Checking,,Debit,TXN1148
9/20/2025,Client Payment,5172.23,Checking,,Credit,TXN1138
9/22/2025,Stripe Payout,5569.3,Checking,,Credit,TXN1136
9/25/2025,Stripe Payout,4991.34,Checking,,Credit,TXN1137
9/25/2025,Payroll,-3753.4,Checking,,Debit,TXN1149
9/26/2025,Interest Income,16.32,Checking,,Credit,TXN1140
9/30/2025,Stripe Payout,4146.77,Checking,,Credit,TXN1142
10/4/2025,Interest Income,26.1,Checking,,Credit,TXN1157
10/5/2025,Slack Subscription,-102.73,Checking,,Debit,TXN1166
10/9/2025,Client Payment,1435.25,Checking,,Credit,TXN1158
10/10/2025,Slack Subscription,-59.98,Checking,,Debit,TXN1164
10/11/2025,Client Payment,3512.89,Checking,,Credit,TXN1156
10/12/2025,Software Subscription,-121.77,Checking,,Debit,TXN1161
10/13/2025,Rent,-2007.56,Checking,,Debit,TXN1150
10/13/2025,Uber,-41.31,Credit Card,,Debit,TXN1165
10/17/2025,Stripe Payout,7075.78,Checking,,Credit,TXN1159
10/20/2025,Stripe Payout,4277.01,Checking,,Credit,TXN1155
10/20/2025,Uber,-70.83,Credit Card,,Debit,TXN1162
10/22/2025,Slack Subscription,-55.25,Checking,,Debit,TXN1160
10/24/2025,Payroll,-2759.93,Checking,,Debit,TXN1163
10/27/2025,Payroll,-3220.48,Checking,,Debit,TXN1151
10/29/2025,Stripe Payout,7331.28,Checking,,Credit,TXN1153
10/31/2025,Stripe Payout,4912.97,Checking,,Credit,TXN1152
10/31/2025,Stripe Payout,7406.24,Checking,,Credit,TXN1154
11/5/2025,Software Subscription,-176.7,Checking,,Debit,TXN1179
11/7/2025,Stripe Payout,4250.36,Checking,,Credit,TXN1171
11/13/2025,Rent,-2000.52,Checking,,Debit,TXN1167
11/13/2025,Bank Fee,-36.95,Checking,,Debit,TXN1183
11/15/2025,Payroll,-3536.89,Checking,,Debit,TXN1181
11/16/2025,Software Subscription,-97.48,Checking,,Debit,TXN1180
11/18/2025,Stripe Payout,6552.23,Checking,,Credit,TXN1170
11/19/2025,Stripe Payout,3283.12,Checking,,Credit,TXN1169
11/21/2025,Client Payment,2907.92,Checking,,Credit,TXN1172
11/21/2025,Stripe Payout,5329.79,Checking,,Credit,TXN1176
11/22/2025,Stripe Payout,3018.1,Checking,,Credit,TXN1173
11/22/2025,Client Payment,1649.42,Checking,,Credit,TXN1175
11/22/2025,Software Subscription,-138.09,Checking,,Debit,TXN1178
11/23/2025,Software Subscription,-85.99,Checking,,Debit,TXN1182
11/27/2025,Payroll,-2676.8,Checking,,Debit,TXN1177
11/29/2025,Payroll,-3222.68,Checking,,Debit,TXN1168
11/29/2025,Stripe Payout,7271.04,Checking,,Credit,TXN1174
12/1/2025,Rent,-2003.18,Checking,,Debit,TXN1184
12/4/2025,Stripe Payout,5965.21,Checking,,Credit,TXN1186
12/8/2025,Client Payment,2132.2,Checking,,Credit,TXN1187
12/8/2025,Google Ads,-941.87,Checking,,Debit,TXN1199
12/15/2025,Slack Subscription,-39.25,Checking,,Debit,TXN1194
12/15/2025,Bank Fee,-36.45,Checking,,Debit,TXN1195
12/15/2025,Google Ads,-1126.39,Checking,,Debit,TXN1198
12/16/2025,Slack Subscription,-63.59,Checking,,Debit,TXN1197
12/17/2025,Interest Income,29.83,Checking,,Credit,TXN1188
12/18/2025,Stripe Payout,5194.08,Checking,,Credit,TXN1191
12/26/2025,Stripe Payout,4448.47,Checking,,Credit,TXN1190
12/27/2025,Software Subscription,-93.92,Checking,,Debit,TXN1196
12/28/2025,Payroll,-3007.34,Checking,,Debit,TXN1185
12/29/2025,Interest Income,28.8,Checking,,Credit,TXN1192
12/29/2025,Client Payment,3875.32,Checking,,Credit,TXN1193
12/29/2025,Uber,-53.41,Credit Card,,Debit,TXN1200
12/30/2025,Client Payment,5696.18,Checking,,Credit,TXN1189
